,title,description,price,color,gender,imageUrl,brand,composition,polyester,lyocell,cotton,hemp
12,Vintage Sunset T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2096-2048--2.jg.jpg?v=1628716985,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
13,Vintage Sunset T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2096-2048--2.jg.jpg?v=1628716985,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
14,Vintage Sunset T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2096-2048--2.jg.jpg?v=1628716985,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
15,Vintage Sunset T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2096-2048--2.jg.jpg?v=1628716985,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
16,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
17,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
18,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
19,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
20,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
21,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
22,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
23,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
24,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
25,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
26,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
27,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
28,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
29,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
30,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,DRESS BLUE HEATHER,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
31,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
32,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
33,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
34,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
35,TreeBlend Classic Longsleeve,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY,men,1/2341/3995/products/TCM2607-04512.jpg?v=1613687395,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
36,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,WHITE,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
37,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
38,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
39,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
40,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
41,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
42,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,FOXTROT BROWN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
43,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,FOXTROT BROWN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
44,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,FOXTROT BROWN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
45,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,FOXTROT BROWN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
46,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,FOXTROT BROWN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
47,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
48,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
49,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
50,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
51,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,CHERRY MAHOGANY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
52,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,AGAVE GREEN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
53,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
54,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
55,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
56,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
57,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,OLIVE NIGHT GREEN HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
58,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,TWILIGHT MAUVE HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
59,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
60,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
61,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
62,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
63,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MIDNIGHT BLUE HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
64,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,UNIFORM GREEN,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
65,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,UNIFORM GREEN,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
66,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,UNIFORM GREEN,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
67,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,UNIFORM GREEN,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
68,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,UNIFORM GREEN,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
69,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
70,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
71,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
72,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
73,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,METEORITE BLACK,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
74,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
75,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
76,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
77,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
78,TreeBlend Classic T-Shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,MULBERRY HEATHER,men,1/2341/3995/products/TCM1869-00161-Edit_066347f2-606a-47a4-ad10-d1332a1fe6bb.jpg?v=1616627456,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
79,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,VINTAGE BLUE,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
80,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,VINTAGE BLUE,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
81,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,VINTAGE BLUE,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
82,Peru Embroidered Llama T-shirt,"Classic short sleeve t-shirt, retro inspired graphic",35.0,VINTAGE BLUE,men,1/2341/3995/products/TCM3497-2242-2124.jpg?v=1633562131,tentree,"45% Recycled Polyester, 30% TENCEL Lyocell, 25% Organic Cotton",0.45,0.3,0.25,0.0
