,title,color,imageUrl,price,gender,brand,description,composition,cotton,lyocell,elastane,modal
12,IDAA T-SHIRT MADE OF ORGANIC COTTON,hibiscus,https://www.armedangels.com/media/1234x1778x90/69/25/71/1644636328/idaa-hibiscus.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
13,IDAA T-SHIRT MADE OF ORGANIC COTTON,golden harvest,https://www.armedangels.com/media/1234x1778x90/10/ae/eb/1623292092/idaa-golden-harvest.jpg,19.06,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
14,OLAA BLOCK STRIPES LONGSLEEVE MADE OF ORGANIC COTTON,night sky-oatmilk,https://www.armedangels.com/media/1234x1777x90/86/09/42/1644292929/olaa-block-stripes-night-sky-oatmilk.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
15,OLAA BLOCK STRIPES LONGSLEEVE MADE OF ORGANIC COTTON,smoky almond-oatmilk,https://www.armedangels.com/media/1234x1778x90/97/86/e3/1639194599/olaa-block-stripes-smoky-almond-oatmilk.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
16,KAJAA MERCERIZED T-SHIRT MADE OF MERCERIZED ORGANIC COTTON,white,https://www.armedangels.com/media/1234x1778x90/a5/e1/f6/1642737458/kajaa-mercerized-white.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
17,KAJAA MERCERIZED T-SHIRT MADE OF MERCERIZED ORGANIC COTTON,black,https://www.armedangels.com/media/1234x1778x90/20/79/30/1615432354/-kajaa01-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
18,KAJAA MERCERIZED T-SHIRT MADE OF MERCERIZED ORGANIC COTTON,peach blossom light,https://www.armedangels.com/media/1234x1778x90/82/e5/02/1640144004/kajaa-mercerized-black-01.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
19,KAJAA MERCERIZED T-SHIRT MADE OF MERCERIZED ORGANIC COTTON,dark poppy,https://www.armedangels.com/media/1234x1778x90/8f/51/f2/1642737460/kajaa-mercerized-dark-poppy.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
20,KAJAA MERCERIZED T-SHIRT MADE OF MERCERIZED ORGANIC COTTON,cloudbusting,https://www.armedangels.com/media/1234x1778x90/8c/e2/b4/1639624723/kajaa-mercerized-cloudbusting.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
21,KAJAA MERCERIZED T-SHIRT MADE OF MERCERIZED ORGANIC COTTON,kinoko,https://www.armedangels.com/media/1234x1778x90/23/57/df/1618021006/kajaa-kinoko.jpg,14.27,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
22,LAYAA CHEST ICON T-SHIRT MADE OF ORGANIC COTTON,undyed,https://www.armedangels.com/media/1234x1778x90/e7/74/a0/1644293422/layaa-chest-icon-undyed.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
23,LAYAA CHEST ICON T-SHIRT MADE OF ORGANIC COTTON,night sky,https://www.armedangels.com/media/1234x1777x90/53/65/38/1644552138/layaa-chest-icon-night-sky-05.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
24,SINJAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,smoky almond,https://www.armedangels.com/media/1234x1778x90/a4/ed/38/1642661538/sinjaa-smoky-almond.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
25,SINJAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,black,https://www.armedangels.com/media/1234x1777x90/b8/1c/5e/1642567339/sinjaa-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
26,SINJAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,night sky,https://www.armedangels.com/media/1048x1510x90/0f/30/bd/1642567342/sinjaa-night-sky-08.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
27,SINJAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,cloudbusting,https://www.armedangels.com/media/1234x1778x90/7d/11/b6/1642661540/sinjaa-cloudbusting.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
28,ANTONIAA T-SHIRT MADE OF ORGANIC COTTON,white,https://www.armedangels.com/media/1234x1778x90/b1/c1/a0/1644469174/antoniaa-white.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
29,ANTONIAA T-SHIRT MADE OF ORGANIC COTTON,black,https://www.armedangels.com/media/1234x1778x90/d2/ce/70/1642661256/antoniaa-black.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
30,ANTONIAA T-SHIRT MADE OF ORGANIC COTTON,cloudbusting,https://www.armedangels.com/media/1048x1510x90/b7/18/da/1644469177/antoniaa-cloudbusting.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
31,ANTONIAA T-SHIRT MADE OF ORGANIC COTTON,undyed,https://www.armedangels.com/media/1234x1778x90/f3/6c/93/1644469170/antoniaa-undyed.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
32,ANTONIAA T-SHIRT MADE OF ORGANIC COTTON,night sky,https://www.armedangels.com/media/1234x1778x90/e7/43/8c/1644469166/antoniaa-night-sky.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
33,EVVAA SOFT LONGSLEEVE MADE OF ORGANIC COTTON,white,https://www.armedangels.com/media/1234x1778x90/27/11/cc/1642652732/evvaa-soft-off-white.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
34,EVVAA SOFT LONGSLEEVE MADE OF ORGANIC COTTON,black,https://www.armedangels.com/media/1234x1778x90/85/3d/33/1643772322/evvaa-soft-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
35,EVVAA SOFT LONGSLEEVE MADE OF ORGANIC COTTON,night sky,https://www.armedangels.com/media/1048x1510x90/0e/7c/1d/1595527177/evvaa-customized-night-sky.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
36,EVVAA SOFT LONGSLEEVE MADE OF ORGANIC COTTON,ruby red,https://www.armedangels.com/media/1234x1778x90/6a/99/2c/1627525489/evvaa-soft-ruby-red.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
37,EVVAA SOFT LONGSLEEVE MADE OF ORGANIC COTTON,graphite,https://www.armedangels.com/media/1234x1778x90/d5/58/3a/1639452965/evvaa-soft-graphite.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
38,JILAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,smoky almond,https://www.armedangels.com/media/1234x1778x90/b4/a9/5b/1642655872/jilaa-smoky-almond.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
39,JILAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,black,https://www.armedangels.com/media/1234x1778x90/eb/79/a0/1623293125/-jilaa01-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
40,JILAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,night sky,https://www.armedangels.com/media/1234x1777x90/e7/3d/ef/1626402560/jilaa-night01-sky.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
41,JILAA T-SHIRT MADE OF TENCEL? LYOCELL MIX,cloudbusting,https://www.armedangels.com/media/1234x1778x90/f1/06/5c/1640231824/jilaa-cloudbusting.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"67% Lyocell (TENCEL?), 33% Cotton (organic)",0.33,0.67,0,0
42,MARAA CIRCLE OF BLISS T-SHIRT MADE OF ORGANIC COTTON,white,https://www.armedangels.com/media/1234x1777x90/05/56/d0/1644469365/maraa-circle-of-bliss-white.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
43,MARAA CIRCLE OF BLISS T-SHIRT MADE OF ORGANIC COTTON,graphite,https://www.armedangels.com/media/1048x1510x90/58/63/ea/1644469364/maraa-circle-of-bliss-graphite-08.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
44,NELAA SQUARES T-SHIRT MADE OF ORGANIC COTTON,smoky almond,https://www.armedangels.com/media/1234x1778x90/80/d8/42/1642744928/nelaa-squares-smoky-almond.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
45,NELAA SQUARES T-SHIRT MADE OF ORGANIC COTTON,graphite,https://www.armedangels.com/media/1234x1778x90/29/69/24/1644293487/nelaa-squares-graphite.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
46,NELAA SQUARES T-SHIRT MADE OF ORGANIC COTTON,white,https://www.armedangels.com/media/1234x1778x90/f6/d8/d7/1643429024/nelaa-squares01-white.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
47,IDAA BOUQUET,peach blossom,https://www.armedangels.com/media/1234x1778x90/bd/cf/d2/1644469262/idaa-bouquet-peach-blossom.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
48,IDAA BOUQUET,smoky almond,https://www.armedangels.com/media/1234x1778x90/32/d9/fb/1642661347/idaa-bouquet-smoky-almond.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
49,IDAA BOUQUET,white,https://www.armedangels.com/media/1234x1777x90/57/d1/fc/1642661351/idaa-bouquet-white.jpg,33.44,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
50,MALENAA,dark poppy,https://www.armedangels.com/media/1234x1778x90/e2/26/d2/1639452207/malenaa-dark-poppy.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
51,MALENAA,pink maple,https://www.armedangels.com/media/1234x1778x90/ea/a2/a4/1633579137/malenaa-pink-maple.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
52,MALENAA,ruby red,https://www.armedangels.com/media/1234x1778x90/fd/0e/14/1623291490/malenaa-ruby-red.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
53,MALENAA,shadow blue,https://www.armedangels.com/media/1234x1778x90/86/d3/7b/1634177773/malenaa-shadow-blue.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
54,MALENAA,copper glow,https://www.armedangels.com/media/1234x1778x90/fc/f7/93/1631278056/malenaa-copper01-glow.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
55,MALENAA,night sky,https://www.armedangels.com/media/1234x1778x90/f7/fc/de/1625538429/malenaa-night01-sky.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
56,MALENAA,vintage green,https://www.armedangels.com/media/1234x1778x90/2e/fe/54/1631521428/malenaa-vintage-green.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
57,MALENAA,black,https://www.armedangels.com/media/1048x1510x90/2f/e8/09/1597750348/malenaa-black.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
58,SIAA PRETTY STRIPES,dark poppy-oatmilk,https://www.armedangels.com/media/1048x1510x90/da/3f/dc/1643772482/siaa-pretty-stripes-dark-poppy-oatmilk.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
59,SIAA PRETTY STRIPES,peach blossom-oatmilk,https://www.armedangels.com/media/1048x1510x90/29/08/84/1639453120/siaa-pretty-stripes-peach-blossom-oatmilk-08.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
60,SIAA PRETTY STRIPES,cloudbusting-oatmilk,https://www.armedangels.com/media/1234x1778x90/07/58/fe/1642653240/siaa-pretty-stripes-cloudbusting-oatmilk.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
61,SIAA PRETTY STRIPES,black-oatmilk,https://www.armedangels.com/media/1234x1778x90/43/c9/81/1633691688/siaa-pretty-stripes-blac02-oatmilk.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
62,MINAA,undyed,https://www.armedangels.com/media/1234x1778x90/5b/81/f2/1623293413/minaa-undyed.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
63,MINAA,white,https://www.armedangels.com/media/1234x1778x90/c1/af/82/1625540147/minaa-white.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
64,MINAA,ruby red,https://www.armedangels.com/media/1234x1777x90/55/a7/00/1626320294/minaa-ruby-red.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
65,MINAA,black,https://www.armedangels.com/media/1234x1778x90/a8/b6/86/1623293404/minaa-black.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
66,MINAA,kinoko,https://www.armedangels.com/media/1234x1778x90/cf/07/42/1623293410/minaa-kinoko.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
67,MINAA,night sky,https://www.armedangels.com/media/1234x1778x90/04/62/b2/1623293407/minaa-night-sky.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
68,MINAA,cloudbusting,https://www.armedangels.com/media/1234x1778x90/a8/95/f4/1642045574/minaa-cloudbusting.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
69,MINAA,peach blossom,https://www.armedangels.com/media/1048x1510x90/71/0f/91/1642045576/minaa-peach-blossom-08.jpg,28.65,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
70,MARIAA,dark poppy,https://www.armedangels.com/media/1234x1778x90/18/e2/31/1644032030/mariaa-dark-poppy.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"91% Cotton (organic), 9% Elasthane",0.91,0,0.09,0
71,MARIAA,night sky,https://www.armedangels.com/media/1234x1778x90/9c/50/98/1644032027/mariaa-night-sky.jpg,47.8,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,"91% Cotton (organic), 9% Elasthane",0.91,0,0.09,0
72,EVVAA STRIPES,black-oatmilk,https://www.armedangels.com/media/1234x1778x90/43/09/3d/1637379306/evvaa-stripes-black-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
73,EVVAA STRIPES,light desert-copper glow,https://www.armedangels.com/media/1234x1778x90/cc/47/92/1631846930/evvaa-stripes-light-desert-copper01-glow.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
74,EVVAA STRIPES,ruby red-oatmilk,https://www.armedangels.com/media/1234x1778x90/10/ff/cd/1629254078/evvaa-stripes-ruby-red-oatmilk.jpg,38.22,women,Armed Angels,30?? normal wash; Do not bleach; Dry cleaning not possible Dry cleaning not possible; Drying in dryer not possible Drying in dryer not possible; do not iron hot do not iron hot,100% Cotton (organic),1,0,0,0
