,title,description,price,color,gender,imageUrl,brand,composition,rayon,nylon,spandex,acrylic,polyester,cupro,modal,lyocell,cotton
10,LEA - SAVE THE BEES,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-damenshirt-lea-bees-white2.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
11,LEA LADIES BIKE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-damenshirt-lea-damenrad-white1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
12,LEA STARS,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damenshirt-lea-stars-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
13,LEA FLAME YARN WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,33.79,white,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damen-t-shirt-lea-white-flammgarn1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
14,LEA DANDELIONS,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damen-t-shirt-lea-l_wenzahn-white1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
15,LEA DONKEY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/w/h/white-t-shirt-lea-esel-bt-bio-baumwolle-fair-zerum-2.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
16,LEA VOGEL - MAUVE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,mauve,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/5/15167-mauve-t-shirt-lea-vogel-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
17,LEA BATTERY - MAUVE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,mauve,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/5/15166-mauve-t-shirt-lea-batterie-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
18,LEA INNER CIRCLE - MAUVE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,mauve,women,https://www.zerum.at/damenbekleidung/bio-shirts/lea-inner-circle-mauve,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
19,LEA TIGER - GRAY GREEN,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,green,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/5/15165-graugruen-t-shirt-lea-tiger-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
20,LEA BEAR ON THE WHEEL - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/4/14806-arsenic-t-shirt-lea-baer-am-rad-bio-baumwolle-fair-zerum-2.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
21,LEA - SEAGULLS,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/3/13174-arsenic-t-shirt-lea-moewen-bio-baumwolle-fair-zerum-2.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
22,LEA - PLATE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/a/r/arsenic-shirt-lea-platte-bio-baumwolle-fair-zerum-2.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
23,LEA - WHEEL HISTORY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damen-t-shirt-lea-radgeschichte-arsenic-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
24,LEA MOON,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-damenshirt-lea-moon1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
25,MAKAVA EDITION - SUNNY GIRL,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/a/r/arsenic.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
26,LEA - BUS,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-damenshirt-camper-arsenic2_1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
27,T-SHIRT AGNES,"95% micromodal, 5% elastane; good to you & your skin; soft & durable; Delicates (30 degrees)",39.44,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damenshirt-agnes-micromodal-grau-zerum1-min.jpg,Zerum,"95% micromodal, 5% elastane",0,0,0.05,0,0,0,0.95,0,0
28,LEA - FOX,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damen-t-shirt-fox-stone-zerum-3-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
29,T-SHIRT AGNES,"95% micromodal, 5% elastane; good to you & your skin; soft & durable; Delicates (30 degrees)",39.44,black,women,https://www.zerum.at/pub/media/catalog/product/cache/image/e9c3970ab036de70892d86c6d221abfe/d/a/damenshirt-agnes-micromodal-black-zerum2-min.jpg,Zerum,"95% micromodal, 5% elastane",0,0,0.05,0,0,0,0.95,0,0
30,LEA ASTRONAUT,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-damenshirt-lea-astronaut-black1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
31,LEA MANDALA - BLACK,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/5/15160-black-t-shirt-mandala-bio-baumwolle-fair-zerum-2.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
32,LEA WHALE SQUARE - BLACK,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/5/15177-black-t-shirt-lea-whale-square-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
33,LEA CLIMB - NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damenshirt_lea_climb_navy1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
34,LEA - WHALE SUN,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damenshirt-lea-whale-sun-zerum1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
35,LEA - TYRANNO,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damen-t-shirt-lea-tyranous-navy-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
36,LEA - MOUNTAIN MOON,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damen-t-shirt-lea-mountainmoon-navy-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
37,LEA - CLOSE YOUR EYES AND DANCE - NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damen-t-shirt-lea-augenzuundtanzen-navy1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
38,LEA - SHARK,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damenshirt-haifisch-navy-biobaumwolle-zerum1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
39,LEA DUCK,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-damenshirt-ente-navy1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
40,LEA STRIPED,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/i/m/img_9897_1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
41,LEA BERGE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/d/a/damenshirt_lea_berge1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
42,LEA FOOTSTEPS,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/l/e/lea_spuren_navy1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
43,LEA TREE STUDY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/z/e/zerum-damenshirt-baumstudie-forest1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
44,LEA - CLOSE YOUR EYES AND DANCE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,red,women,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/_/d/_damenshirt-augen-zu-und-tanzen-bordeaux-bio-baumwolle-zerum3.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
45,WHALE SQUARE - BLACK,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,black,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/b/l/black-t-shirt-basic-whale-square-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
46,SHIP - NAVY,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,navy,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/n/a/navy-t-shirt-basic-schiffchen-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
47,BATTERY - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,stone,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/s/t/stone-t-shirt-basic-batterie-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
48,MOON - STONE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,stone,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/s/t/stone-t-shirt-basic-mond-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
49,BEE KNOWLEDGE - WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/w/h/white-t-shirt-basic-bee-knowledge-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
50,GIRAFFE BT - WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/w/h/white-t-shirt-basic-giraffe-bt-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
51,BASIC BLANCO - WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,33.79,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/w/h/white-t-shirt-basic-blanco-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
52,PUG BT - WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/4/14923-white-t-shirt-basic-pug-bt-bio-baumwolle-fair-zerum-1_1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
53,SUN MOON - WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-basic-sonne-mond-white-zerum-1-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
54,BALANCE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herren-t-shirt-balance-white-zerum-3-min.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
55,DONKEY BT - WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/w/h/white-t-shirt-basic-esel-bt-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
56,STARS,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt-stars-white1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
57,TRACES - WHITE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,white,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt_spuren_white1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
58,INNER CIRCLE - MAUVE,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,mauve,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/5/15162-mauve-t-shirt-basic-inner-circle-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
59,TIGER - GRAY GREEN,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,green,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/5/15164-graugruen-t-shirt-basic-tiger-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
60,SURF - GRAY GREEN,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,green,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/_/u/_u9b6459.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
61,SEA - GRAY GREEN,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,green,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/2/12340-stone-t-shirt-basic-sea-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
62,BASIC ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,33.79,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/h/e/herrenshirt_basic_arsenic1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
63,SIMULTANEOUSITY - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/a/r/arsenic-t-shirt-basic-gleichzeitigkeit-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
64,MANDALA - ARSENIC,100% organic cotton; silky soft organic jersey (100% Made in Austria); Water-based printing inks (free of solvents and heavy metals); Made in EU; good to you & your skin; soft & durable,45.09,gray,men,https://www.zerum.at/pub/media/catalog/product/cache/image/870x1110/e9c3970ab036de70892d86c6d221abfe/1/4/14850-arsenic-t-shirt-basic-mandala-bio-baumwolle-fair-zerum-1.jpg,Zerum,100% organic cotton,0,0,0.0,0,0,0,0.0,0,1
