,title,color,imageUrl,price,gender,brand,description,composition,cotton
10,Womens Short Sleeve V Neck,blush,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/blushwomenVmodel_900x.jpg?v=1625576006,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
11,Womens Short Sleeve V Neck,light-pink,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/ss_v_blush_w_900x.jpg?v=1625575947,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
12,Womens Short Sleeve V Neck,pastel-lalic,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/maglia-v-02_900x.jpg?v=1636992102,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
13,Womens Short Sleeve V Neck,copper,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/copperwomenVmodel_900x.jpg?v=1625576000,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
14,Womens Short Sleeve V Neck,sand,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/sandwomenVmodel_900x.jpg?v=1625575993,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
15,Womens Short Sleeve V Neck,light-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/w-grey-V-front3_900x.jpg?v=1625576019,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
16,Womens Short Sleeve Crew Nec,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/ss_crew_black_w_900x.jpg?v=1625575947,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
17,Womens Short Sleeve Crew Nec,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtWomenCrewNeckWhiteFront_900x.jpg?v=1625575941,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
18,Womens Short Sleeve Crew Nec,dark-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/LifestylegreyCrew_900x.jpg?v=1625575953,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
19,Womens Short Sleeve Crew Nec,froest-green,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/LifestylegreenCrew_900x.jpg?v=1625575960,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
20,Womens Short Sleeve Crew Nec,light-green,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/maglia-crew-01-n_900x.jpg?v=1637555265,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
21,Womens Short Sleeve Crew Nec,princess-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/w-crew-princess-02_900x.jpg?v=1636992096,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
22,Womens Short Sleeve Crew Nec,navy-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtWomenCrewNeckNavyFront_900x.jpg?v=1625575972,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
23,Womens Short Sleeve Crew Nec,dusk-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/duskbluewomencrewmodel_900x.jpg?v=1625575985,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
24,Womens Short Sleeve Crew Nec,sky-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/skybluewomencrewmodel_900x.jpg?v=1636772195,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
25,Womens Short Sleeve Crew Nec,burgendy,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/w-burgundy-crew-front_900x.jpg?v=1625576010,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
26,Womens Short Sleeve Crew Nec,blush,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/blushwomencrewmodel_900x.jpg?v=1625575991,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
27,Womens Short Sleeve Crew Nec,light-pink,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtWomenCrewNeckPinkFit_900x.jpg?v=1625575966,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
28,Womens Short Sleeve Crew Nec,pastel-lalic,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/w-crew-lilac-01_900x.jpg?v=1636992091,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
29,Womens Short Sleeve Crew Nec,copper,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/copperwomencrewmodel_900x.jpg?v=1625576004,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
30,Womens Short Sleeve Crew Nec,sand,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/wsandcrew_900x.jpg?v=1625575996,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
31,Womens Short Sleeve Crew Nec,light-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/w-grey-crew-front3_900x.jpg?v=1636743610,58,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
32,Womens Deep V-Neck T-Shirt,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/lady15_900x.jpg?v=1639129239,64,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
33,Womens Deep V-Neck T-Shirt,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/lady8_900x.jpg?v=1636992090,64,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
34,Womens Deep V-Neck T-Shirt,princess-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/deep-vfront_900x.jpg?v=1639129239,64,women,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
35,Mens Short Sleeve Crew Neck,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenCrewNeckBlackFront_900x.jpg?v=1625575845,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
36,Mens Short Sleeve Crew Neck,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenCrewNeckWhiteFront_900x.jpg?v=1625575893,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
37,Mens Short Sleeve Crew Neck,dark-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenCrewNeckDarkGreyFront_900x.jpg?v=1625575852,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
38,Mens Short Sleeve Crew Neck,froest-green,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2750-green_56111fec-45b9-4f08-ae31-07be64404b63_900x.jpg?v=1625575887,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
39,Mens Short Sleeve Crew Neck,light-green,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/crew-surf-01-n_900x.jpg?v=1637554011,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
40,Mens Short Sleeve Crew Neck,princess-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/crew-surf-01_900x.jpg?v=1636992058,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
41,Mens Short Sleeve Crew Neck,navy-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2758_03e4fcce-e104-4475-9dbc-096bf16e9bfb_900x.jpg?v=1625575873,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
42,Mens Short Sleeve Crew Neck,dusk-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/duskbluemencrewmodel_900x.jpg?v=1625575926,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
43,Mens Short Sleeve Crew Neck,sky-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/blueskycrewmodel_900x.jpg?v=1625575907,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
44,Mens Short Sleeve Crew Neck,burgendy,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2763-burg_a1e8465b-b54c-49df-a9e2-093a186c85f4_900x.jpg?v=1625575859,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
45,Mens Short Sleeve Crew Neck,blush,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/blushmencrewmodel_900x.jpg?v=1625575913,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
46,Mens Short Sleeve Crew Neck,faded-purple,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenCrewNeckPurpleFront_900x.jpg?v=1625575881,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
47,Mens Short Sleeve Crew Neck,copper,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/coppermencrewmodel_900x.jpg?v=1625575920,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
48,Mens Short Sleeve Crew Neck,sand,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/sandmencrewmodel_900x.jpg?v=1625575900,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
49,Mens Short Sleeve Crew Neck,light-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/m-grey-crew-front_900x.jpg?v=1625575866,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
50,Mens Short Sleeve V Neck,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2769-black_f2ec9d50-a170-4003-ab12-a81c7d403cd2_900x.jpg?v=1625575874,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
51,Mens Short Sleeve V Neck,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2728-white_ea301990-df1c-4d5f-8e99-3f154d7ab55c_900x.jpg?v=1625575881,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
52,Mens Short Sleeve V Neck,dark-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenVNeckDarkGreyFront_900x.jpg?v=1625575860,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
53,Mens Short Sleeve V Neck,forest-green,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2769-green_e4989c9d-f718-409e-a6a3-935b5a0da387_900x.jpg?v=1625575846,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
54,Mens Short Sleeve V Neck,navy-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2769-blue_b7603a16-f4f2-49f1-aa7b-b27111450e43_900x.jpg?v=1625575888,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
55,Mens Short Sleeve V Neck,dusk-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/duskbluemenVmodel_900x.jpg?v=1625575928,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
56,Mens Short Sleeve V Neck,light-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/blueskyVmodel_900x.jpg?v=1625575907,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
57,Mens Short Sleeve V Neck,faded-purple,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenVNeckPurpleFront_900x.jpg?v=1625575867,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
58,Mens Short Sleeve V Neck,burgendy,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2776-burg_c707adb3-23a9-4104-a19f-9d8bf5fbcbe7_900x.jpg?v=1625575852,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
59,Mens Short Sleeve V Neck,blush,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/blushmenVmodel_900x.jpg?v=1625575915,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
60,Mens Short Sleeve V Neck,copper,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/coppermenVmodel_900x.jpg?v=1625575921,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
61,Mens Short Sleeve V Neck,sand,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/sandmenVmodel_900x.jpg?v=1625575901,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
62,Mens Short Sleeve V Neck,light-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/m-grey-V-front_900x.jpg?v=1625575894,58,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
63,Mens Short Sleeve Curved Hem T-Shirt,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/men10_900x.jpg?v=1639128035,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
64,Mens Short Sleeve Curved Hem T-Shirt,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/men1_900x.jpg?v=1639128035,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
65,Mens Short Sleeve Curved Hem T-Shirt,princess-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/curved-front1_900x.jpg?v=1639128152,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
66,Mens Short Sleeve Henley Curved Hem,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/blackbutton_900x.jpg?v=1636992056,78,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
67,Mens Short Sleeve Henley Curved Hem,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/men5_900x.jpg?v=1636992051,78,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
68,Mens Short Sleeve Pocket T-Shirt,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/men12_900x.jpg?v=1636992057,68,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
69,Mens Short Sleeve Pocket T-Shirt,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/men3_900x.jpg?v=1636992051,68,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
70,Mens Short Sleeve Pocket T-Shirt,princess-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/tasca-front_900x.jpg?v=1636992062,68,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
71,Mens Long Sleeve Crew Neck,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenCrewNeckLongSleeveBlackFront_900x.jpg?v=1625575852,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
72,Mens Long Sleeve Crew Neck,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenCrewNeckLongSleeveWhiteFront_900x.jpg?v=1625575867,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
73,Mens Long Sleeve Crew Neck,dark-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/Mencrewneck_900x.jpg?v=1625575875,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
74,Mens Long Sleeve Crew Neck,navy-blue,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/IMG2_2742_511589a5-7e69-4519-b02f-bbf3d45493a1_900x.jpg?v=1625575860,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
75,Mens Long Sleeve Crew Neck,faded-purple,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenCrewNeckLongSleevePurpleFront_900x.jpg?v=1625575846,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
76,Mens Long Sleeve V Neck,black,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenVNeckLongSleeveBlackFront_900x.jpg?v=1625575874,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
77,Mens Long Sleeve V Neck,white,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/TheClassicT-ShirtMenVNeckLongSleeveWhiteFront_900x.jpg?v=1625575846,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
78,Mens Long Sleeve V Neck,dark-grey,https://cdn.shopify.com/s/files/1/0038/1111/5123/products/MenVneck_900x.jpg?v=1625575852,64,men,The Classic T-shirt,"Made in the USA, Los Angeles; Luxury finishing, soft and breathable on skin; Color retention up to 100 washes; Shape retention engineering.","100% pre-shrunk organic cotton, GOTS certified",1
