,title,color,imageUrl,price,gender,brand,description,composition,cotton
14,RefuJesus T-Shirt - Women's Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/refujesus-black-F_4b893df1-fb87-4332-bfbf-299d49dba726_720x.jpg?v=1629872917,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
15,Love Revolution Black T-Shirt - Women's Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Screen_Shot_2019-03-01_at_3.36.17_pm_720x.png?v=1603639399,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
16,Make Love Louder White T-Shirt - Women's Organic Fairtrade,white,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/etikowomans_white_1_720x.jpg?v=1603640907,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
17,Frenchie Black T-Shirt - Women's Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/etikowomans_black_1_720x.jpg?v=1603631612,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
18,Lung Tree Grey T-Shirt - Women's Organic Fairtrade,grey,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/etikowomans_grey_1a_720x.jpg?v=1603640032,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
19,Women's Cat Tshirt Organic Fairtrade,white,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Etiko1_whitewoman5Murphy_Bianca_crop_720x.jpg?v=1606996450,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
20,Tshirt Womens Wear No Evil 2 Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Etiko1_blackwoman7Murphy_Bianca_cropMurphy_Bianca_crop_720x.jpg?v=1606996788,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
21,Tshirt Scoop Neck Less Plastic More Love Blue Marle Organic Fairtrade,blue marle,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/38-MAX05571_720x.jpg?v=1642399216,42.74,women,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
22,Wear No Evil Black T-Shirt Unisex Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/EtikoLogoMens-PrintedTee-2_720x.jpg?v=1605277565,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
23,Bear Black T-Shirt Unisex Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Bear-PrintedTee_720x.jpg?v=1603032206,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
24,Zoo Beard Charcoal T-Shirt Unisex Organic Fairtrade,charcoal,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/BeardFace-PrintedTee-2_720x.jpg?v=1605972977,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
25,RefuJesus T-Shirt Unisex Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/refujesus-black-M_597818fb-9b71-426d-a828-edb77a6ee761_720x.jpg?v=1629090640,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
26,Love Revolution White T-Shirt - Unisex Organic Fairtrade,white,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Screen_Shot_2019-02-27_at_4.06.00_pm_720x.png?v=1603639638,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
27,Make Love Louder White T-Shirt Unisex Organic Fairtrade,white,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/etiko_white1_720x.jpg?v=1603641092,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
28,Frenchie Black T-Shirt Unisex Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/etiko_black1_720x.jpg?v=1592797717,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
29,Organic Fairtrade Tshirt Unisex Love Revolution,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Etiko1_blackmens15Murphy_Bianca_cropMurphy_Bianca_crop_720x.jpg?v=1606995054,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
30,Tshirt Unisex Wear No Evil 2 Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Etiko1_blackmens14Murphy_Bianca_cropMurphy_Bianca_crop_720x.jpg?v=1606995828,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
31,Tshirt Unisex Less Plastic More Love Blue Marle Organic Fairtrade,blue,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/36-MAX05564_720x.jpg?v=1642399113,42.74,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
32,Unisex White T-Shirt Organic Fairtrade,white,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/WhiteUnisex-RoundNeckTee_720x.jpg?v=1605274409,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
33,Unisex Marle Grey T-Shirt Organic Fairtrade,grey marle,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/GreyUnisex-RoundNeckTee-3_720x.jpg?v=1604672337,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
34,Unisex Navy T-Shirt Organic Fairtrade,navy,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/NavyUnisex-RoundNeckTee2-2_720x.jpg?v=1605272645,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
35,Unisex Black T-Shirt Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/BlackUnisex-RoundNeckTee_720x.jpg?v=1604667339,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
36,Unisex Charcoal T-Shirt Organic Fairtrade,charcoal,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/CharcolUnisex-RoundNeckTee-3_720x.jpg?v=1604668605,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
37,Unisex Black V-Neck T-Shirt Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/BlackUnisex-VNeckTee_dd1a9645-d3b9-4705-a522-d68343afe96f_720x.jpg?v=1604668064,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
38,Unisex Grey Marle V-Neck T-Shirt Organic Fairtrade,grey marle,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/GreyUnisex-VNeckTee_0a530528-b550-42e1-bd83-aeb9442dd114_720x.jpg?v=1604671778,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
39,Unisex Navy V-Neck T-Shirt Organic Fairtrade,navy,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/NavyUnisex-VNeckTee-2_359c0601-555b-4b20-9d7e-0b1db1a3f3c8_720x.jpg?v=1605273202,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
40,Unisex White V-Neck T-Shirt Organic Fairtrade,white,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/WhiteUnisex-VNeckTee-2_720x.jpg?v=1605275904,32.05,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
41,Unisex Black Long Sleeve T-Shirt Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Long_Sleeve_Tees_copy_6_720x.png?v=1604666564,35.61,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
42,Unisex Grey Marle Long Sleeve T-Shirt Organic Fairtrade,grey marle,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Long_Sleeve_Tees_copy_4_720x.png?v=1604670685,35.61,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
43,Unisex Navy Long Sleeve T-Shirt Organic Fairtrade,navy,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/Long_Sleeve_Tees_copy_720x.png?v=1605272216,35.61,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
44,Polo Shirt Black Unisex Organic Fairtrade,black,https://cdn.shopify.com/s/files/1/0004/5252/6146/products/PoloShirt-2_720x.jpg?v=1604194532,46.3,unisex,etiko,These extra cozy t-shirts are good for your conscience. We make sure everyone during production is treated fairly. From the farmers who grow the cotton to the workers who make the garments all of our shirts are Certified fair trade and organic. Easy to mix and match these long sleeve tees are great for layering in cooler weather and will compliment any wardrobe. ,100% Certified organic cotton,1
